"Date","Spotify Followers","Spotify Streams","Spotify Listeners","TikTok Followers","TikTok Likes","Youtube Subscribers","Youtube Views","Instagram Followers","Instagram Likes","Airplay Spins","Shazams","Facebook Followers","SoundCloud Followers","SoundCloud Plays","Deezer Followers"
"2023-03-27","2904","N/A","33520","N/A","N/A","N/A","N/A","426","N/A","N/A","N/A","N/A","289","N/A","N/A"
"2023-03-28","2905","N/A","33575","N/A","N/A","N/A","N/A","426","N/A","N/A","N/A","N/A","290","134","N/A"
"2023-03-29","2912","N/A","33603","N/A","N/A","N/A","N/A","426","N/A","N/A","N/A","N/A","290","N/A","N/A"
"2023-03-30","2916","N/A","33670","N/A","N/A","N/A","N/A","426","N/A","N/A","N/A","N/A","290","N/A","N/A"
"2023-03-31","2922","N/A","33686","N/A","N/A","10","N/A","425","N/A","N/A","N/A","N/A","290","106","N/A"
"2023-04-01","2922","N/A","33621","N/A","N/A","N/A","N/A","425","N/A","N/A","N/A","N/A","290","46","N/A"
"2023-04-02","2924","N/A","33600","N/A","N/A","N/A","N/A","425","N/A","N/A","N/A","N/A","290","N/A","N/A"
"2023-04-03","2927","N/A","33561","N/A","N/A","N/A","N/A","425","N/A","N/A","N/A","N/A","290","N/A","N/A"
"2023-04-04","2932","N/A","33740","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","290","126","N/A"
"2023-04-05","2935","N/A","33776","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","289","29","N/A"
"2023-04-06","2937","N/A","33617","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","289","N/A","N/A"
"2023-04-07","2938","N/A","33410","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","289","N/A","N/A"
"2023-04-08","2940","N/A","33287","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","289","129","N/A"
"2023-04-09","2941","N/A","33209","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","289","23","N/A"
"2023-04-10","2949","N/A","33162","N/A","N/A","N/A","N/A","428","N/A","N/A","N/A","N/A","289","N/A","N/A"
"2023-04-11","2951","N/A","33275","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","289","N/A","N/A"
"2023-04-12","2955","N/A","33410","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","289","97","N/A"
"2023-04-13","2961","N/A","33579","N/A","N/A","N/A","N/A","427","N/A","N/A","N/A","N/A","289","34","N/A"
"2023-04-14","2964","N/A","33756","N/A","N/A","N/A","N/A","428","N/A","N/A","N/A","N/A","289","N/A","N/A"
"2023-04-15","2966","N/A","34042","N/A","N/A","10","N/A","428","N/A","N/A","N/A","N/A","289","N/A","N/A"
"2023-04-16","2970","N/A","34271","N/A","N/A","10","N/A","428","N/A","N/A","N/A","N/A","290","136","N/A"
"2023-04-17","2973","N/A","34497","N/A","N/A","N/A","N/A","428","N/A","N/A","N/A","N/A","290","37","N/A"
"2023-04-18","2978","N/A","35221","N/A","N/A","N/A","N/A","428","N/A","N/A","N/A","N/A","290","N/A","N/A"
"2023-04-19","2981","N/A","35857","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","290","N/A","N/A"
"2023-04-20","2983","N/A","36123","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","290","134","N/A"
"2023-04-21","2987","N/A","36278","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","290","30","N/A"
"2023-04-22","2989","N/A","36710","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","290","N/A","N/A"
"2023-04-23","2990","N/A","36985","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","290","N/A","N/A"
"2023-04-24","2992","N/A","37212","N/A","N/A","N/A","N/A","430","N/A","N/A","N/A","N/A","291","135","N/A"
"2023-04-25","2994","N/A","37573","N/A","N/A","N/A","N/A","430","N/A","N/A","N/A","N/A","291","14","N/A"
"2023-04-26","2995","N/A","37879","N/A","N/A","N/A","N/A","430","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-04-27","2997","N/A","38113","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-04-28","3001","N/A","38192","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","291","144","N/A"
"2023-04-29","3002","N/A","38192","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","291","16","N/A"
"2023-04-30","3007","N/A","38150","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-01","3011","N/A","38148","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-02","3019","N/A","38163","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","291","166","N/A"
"2023-05-03","3021","N/A","38177","N/A","N/A","10","N/A","431","N/A","N/A","N/A","N/A","291","23","N/A"
"2023-05-04","3026","N/A","38308","N/A","N/A","N/A","N/A","431","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-05","3029","N/A","38434","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-06","3031","N/A","38574","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","146","N/A"
"2023-05-07","3031","N/A","38717","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","15","N/A"
"2023-05-08","3034","N/A","38755","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-09","3033","N/A","38755","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-10","3037","N/A","38755","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","138","N/A"
"2023-05-11","3040","N/A","39166","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","13","N/A"
"2023-05-12","3048","N/A","39166","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-13","3052","N/A","38592","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-14","3057","N/A","38332","N/A","N/A","N/A","N/A","429","N/A","N/A","N/A","N/A","291","119","N/A"
"2023-05-15","3060","N/A","38037","N/A","N/A","10","N/A","431","N/A","N/A","N/A","N/A","291","29","N/A"
"2023-05-16","3062","N/A","37657","N/A","N/A","N/A","N/A","431","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-17","3068","N/A","37203","N/A","N/A","N/A","N/A","431","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-18","3070","N/A","36846","N/A","N/A","N/A","N/A","430","N/A","N/A","N/A","N/A","291","139","N/A"
"2023-05-19","3073","N/A","36559","N/A","N/A","N/A","N/A","430","N/A","N/A","N/A","N/A","291","16","N/A"
"2023-05-20","3079","N/A","36043","N/A","N/A","N/A","N/A","430","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-21","3085","N/A","35662","N/A","N/A","N/A","N/A","430","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-22","3089","N/A","35184","N/A","N/A","N/A","N/A","431","N/A","N/A","N/A","N/A","291","N/A","N/A"
"2023-05-23","3095","N/A","34850","N/A","N/A","10","N/A","431","N/A","N/A","N/A","N/A","292","206","N/A"
"2023-05-24","3098","N/A","34418","N/A","N/A","N/A","N/A","431","N/A","N/A","N/A","N/A","292","N/A","N/A"
"2023-05-25","3101","N/A","33972","N/A","N/A","N/A","N/A","431","N/A","N/A","N/A","N/A","292","N/A","N/A"
"2023-05-26","3103","N/A","33694","N/A","N/A","N/A","N/A","431","N/A","N/A","N/A","N/A","292","N/A","N/A"
"2023-05-27","3108","N/A","33422","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","292","151","N/A"
"2023-05-28","3114","N/A","33261","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","10","N/A"
"2023-05-29","3118","N/A","33089","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-05-30","3124","N/A","33069","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-05-31","3128","N/A","32973","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-06-01","3132","N/A","32790","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","158","N/A"
"2023-06-02","3136","N/A","32771","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","5","N/A"
"2023-06-03","3136","N/A","32636","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-06-04","3140","N/A","32505","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-06-05","3145","N/A","32371","N/A","N/A","N/A","N/A","432","N/A","N/A","N/A","N/A","293","89","N/A"
"2023-06-06","3150","N/A","32118","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","293","10","N/A"
"2023-06-07","3155","N/A","31885","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-06-08","3157","N/A","31689","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-06-09","3159","N/A","31638","N/A","N/A","N/A","N/A","434","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-06-10","3163","N/A","31620","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","293","128","N/A"
"2023-06-11","3166","N/A","31586","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","294","26","N/A"
"2023-06-12","3169","N/A","31548","N/A","N/A","10","N/A","433","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-13","3171","N/A","31591","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-14","3174","N/A","31607","N/A","N/A","N/A","N/A","433","N/A","N/A","N/A","N/A","294","98","N/A"
"2023-06-15","3179","N/A","31685","N/A","N/A","N/A","N/A","434","N/A","N/A","N/A","N/A","294","34","N/A"
"2023-06-16","3189","N/A","31814","N/A","N/A","N/A","N/A","434","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-17","3195","N/A","31858","N/A","N/A","N/A","N/A","435","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-18","3198","N/A","31933","N/A","N/A","N/A","N/A","435","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-19","3202","N/A","32089","N/A","N/A","N/A","N/A","435","N/A","N/A","N/A","N/A","294","91","N/A"
"2023-06-20","3202","N/A","32514","N/A","N/A","N/A","N/A","435","N/A","N/A","N/A","N/A","294","29","N/A"
"2023-06-21","3208","N/A","32763","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-22","3213","N/A","32932","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-23","3213","N/A","33028","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-24","3217","N/A","33075","N/A","N/A","10","N/A","437","N/A","N/A","N/A","N/A","294","124","N/A"
"2023-06-25","3218","N/A","33106","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-26","3223","N/A","33165","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-27","3222","N/A","33135","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","294","N/A","N/A"
"2023-06-28","3225","N/A","33062","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","293","131","N/A"
"2023-06-29","3230","N/A","33055","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-06-30","3232","N/A","33039","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-01","3236","N/A","32926","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-02","3241","N/A","32952","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","261","N/A"
"2023-07-03","3244","N/A","32913","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","30","N/A"
"2023-07-04","3246","N/A","33375","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-05","3251","N/A","33725","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-06","3253","N/A","33815","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","298","N/A"
"2023-07-07","3256","N/A","33827","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","30","N/A"
"2023-07-08","3260","N/A","33803","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-09","3263","N/A","33908","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-10","3264","N/A","33950","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-11","3267","N/A","33977","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","304","N/A"
"2023-07-12","3270","N/A","33994","N/A","N/A","N/A","N/A","438","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-13","3271","N/A","33997","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-14","3272","N/A","33863","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","293","132","N/A"
"2023-07-15","3275","N/A","33833","N/A","N/A","N/A","N/A","437","N/A","N/A","N/A","N/A","293","16","N/A"
"2023-07-16","3280","N/A","33752","N/A","N/A","10","N/A","437","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-17","3289","N/A","33642","N/A","N/A","N/A","N/A","439","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-18","3294","N/A","33499","N/A","N/A","N/A","N/A","439","N/A","N/A","N/A","N/A","293","129","N/A"
"2023-07-19","3303","N/A","33475","N/A","N/A","N/A","N/A","439","N/A","N/A","N/A","N/A","293","54","N/A"
"2023-07-20","3304","N/A","33454","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-21","3304","N/A","33402","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","293","N/A","N/A"
"2023-07-22","3306","N/A","33287","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","119","N/A"
"2023-07-23","3314","N/A","33327","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","3","N/A"
"2023-07-24","3321","N/A","33252","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-07-25","3323","N/A","33543","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-07-26","3327","N/A","33726","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","114","N/A"
"2023-07-27","3329","N/A","33819","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","15","N/A"
"2023-07-28","3335","N/A","33941","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-07-29","3335","N/A","34043","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-07-30","3345","N/A","34079","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","88","N/A"
"2023-07-31","3346","N/A","34086","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","7","N/A"
"2023-08-01","3351","N/A","34300","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-02","3356","N/A","34406","N/A","N/A","10","N/A","441","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-03","3364","N/A","34501","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","60","N/A"
"2023-08-04","3364","N/A","34434","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","6","N/A"
"2023-08-05","3368","N/A","34404","N/A","N/A","N/A","N/A","441","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-06","3370","N/A","34273","N/A","N/A","N/A","N/A","442","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-07","3372","N/A","34256","N/A","N/A","N/A","N/A","442","N/A","N/A","N/A","N/A","295","90","N/A"
"2023-08-08","3376","N/A","34349","N/A","N/A","N/A","N/A","442","12","N/A","N/A","N/A","295","10","N/A"
"2023-08-09","3379","N/A","34460","N/A","N/A","N/A","N/A","442","4","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-10","3385","N/A","34509","N/A","N/A","N/A","N/A","442","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-11","3388","N/A","34505","N/A","N/A","20","N/A","442","2","N/A","N/A","N/A","295","117","N/A"
"2023-08-12","3391","N/A","34464","N/A","N/A","N/A","N/A","442","N/A","N/A","N/A","N/A","295","13","N/A"
"2023-08-13","3395","N/A","34482","N/A","N/A","N/A","N/A","443","1","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-14","3397","N/A","34507","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-15","3401","N/A","34934","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-16","3403","N/A","35248","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-17","3409","N/A","35559","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","153","N/A"
"2023-08-18","3410","N/A","35837","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-19","3413","N/A","36133","N/A","N/A","N/A","N/A","444","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-20","3417","N/A","36272","N/A","N/A","N/A","N/A","444","N/A","N/A","N/A","N/A","295","93","N/A"
"2023-08-21","3419","N/A","36414","N/A","N/A","10","N/A","444","N/A","N/A","N/A","N/A","295","13","N/A"
"2023-08-22","3424","N/A","36791","N/A","N/A","N/A","N/A","443","12","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-23","3429","N/A","37039","N/A","N/A","N/A","N/A","443","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-24","3430","N/A","37359","N/A","N/A","N/A","N/A","444","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-25","3432","N/A","37383","N/A","N/A","N/A","N/A","444","N/A","N/A","N/A","N/A","295","100","N/A"
"2023-08-26","3440","N/A","37372","N/A","N/A","N/A","N/A","444","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-27","3443","N/A","37325","N/A","N/A","N/A","N/A","444","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-28","3447","N/A","37308","N/A","N/A","N/A","N/A","444","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-29","3450","N/A","37589","N/A","N/A","N/A","N/A","444","N/A","N/A","N/A","N/A","295","98","N/A"
"2023-08-30","3453","N/A","37725","N/A","N/A","N/A","N/A","445","1","N/A","N/A","N/A","295","N/A","N/A"
"2023-08-31","3462","N/A","37874","N/A","N/A","10","N/A","445","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-09-01","3469","N/A","38124","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-09-02","3471","N/A","38777","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","295","146","N/A"
"2023-09-03","3475","N/A","39324","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","295","25","N/A"
"2023-09-04","3479","N/A","39469","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-09-05","3487","N/A","40100","N/A","N/A","N/A","N/A","447","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-09-06","3495","N/A","40586","N/A","N/A","N/A","N/A","447","N/A","N/A","N/A","N/A","295","132","N/A"
"2023-09-07","3498","N/A","41146","N/A","N/A","N/A","N/A","447","N/A","N/A","N/A","N/A","295","34","N/A"
"2023-09-08","3497","N/A","41624","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-09-09","3503","N/A","42027","N/A","N/A","10","N/A","446","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-09-10","3506","N/A","42323","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","295","N/A","N/A"
"2023-09-11","3506","N/A","42573","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","296","130","N/A"
"2023-09-12","3514","N/A","43168","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","296","47","N/A"
"2023-09-13","3520","N/A","43392","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-14","3526","N/A","43495","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-15","3531","N/A","43542","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-16","3535","N/A","43430","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","296","146","N/A"
"2023-09-17","3538","N/A","43287","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","296","18","N/A"
"2023-09-18","3543","N/A","43127","N/A","N/A","N/A","N/A","446","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-19","3545","N/A","42863","N/A","N/A","N/A","N/A","448","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-20","3554","N/A","42529","N/A","N/A","N/A","N/A","448","N/A","N/A","N/A","N/A","296","105","N/A"
"2023-09-21","3554","N/A","41981","N/A","N/A","N/A","N/A","449","1","N/A","N/A","N/A","296","13","N/A"
"2023-09-22","3558","N/A","41981","N/A","N/A","N/A","N/A","449","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-23","3562","N/A","41421","N/A","N/A","N/A","N/A","449","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-24","3566","N/A","41421","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-25","3572","N/A","41097","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-26","3579","N/A","42310","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-27","3588","N/A","42926","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","153","N/A"
"2023-09-28","3593","N/A","43140","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","31","N/A"
"2023-09-29","3597","N/A","43407","N/A","N/A","10","N/A","450","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-09-30","3602","N/A","43475","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-01","3609","N/A","43402","N/A","N/A","N/A","N/A","451","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-02","N/A","N/A","43539","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2023-10-03","3619","N/A","44060","N/A","N/A","N/A","N/A","451","N/A","N/A","N/A","N/A","296","104","N/A"
"2023-10-04","3624","N/A","43796","N/A","N/A","N/A","N/A","451","N/A","N/A","N/A","N/A","296","18","N/A"
"2023-10-05","3625","N/A","43368","N/A","N/A","N/A","N/A","451","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-06","3628","N/A","42792","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-07","3631","N/A","42258","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","77","N/A"
"2023-10-08","3633","N/A","41880","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","37","N/A"
"2023-10-09","3635","N/A","41602","N/A","N/A","N/A","N/A","450","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-10","3643","N/A","44854","N/A","N/A","N/A","N/A","451","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-11","3663","N/A","46477","N/A","N/A","N/A","N/A","451","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-12","3665","N/A","46786","N/A","N/A","N/A","N/A","451","N/A","N/A","N/A","N/A","296","96","N/A"
"2023-10-13","3669","N/A","46909","N/A","N/A","N/A","N/A","452","N/A","N/A","N/A","N/A","296","31","N/A"
"2023-10-14","3673","N/A","46920","N/A","N/A","N/A","N/A","452","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-15","3674","N/A","46970","N/A","N/A","N/A","N/A","452","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-16","3679","N/A","47146","N/A","N/A","N/A","N/A","452","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-17","3682","N/A","49030","N/A","N/A","10","N/A","452","N/A","N/A","N/A","N/A","296","105","N/A"
"2023-10-18","3688","N/A","49917","N/A","N/A","N/A","N/A","453","N/A","N/A","N/A","N/A","296","18","N/A"
"2023-10-19","3691","N/A","50503","N/A","N/A","N/A","N/A","453","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-20","3694","N/A","51070","N/A","N/A","N/A","N/A","453","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-21","3700","N/A","51576","N/A","N/A","N/A","N/A","452","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-22","3705","N/A","51948","N/A","N/A","N/A","N/A","452","N/A","N/A","N/A","N/A","296","130","N/A"
"2023-10-23","3708","N/A","52402","N/A","N/A","N/A","N/A","454","N/A","N/A","N/A","N/A","296","16","N/A"
"2023-10-24","3710","N/A","53215","N/A","N/A","N/A","N/A","454","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-25","3717","N/A","53531","N/A","N/A","N/A","N/A","454","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-26","3726","N/A","53665","N/A","N/A","N/A","N/A","454","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-27","3730","N/A","53376","N/A","N/A","N/A","N/A","455","N/A","N/A","N/A","N/A","296","159","N/A"
"2023-10-28","3734","N/A","52717","N/A","N/A","10","N/A","455","N/A","N/A","N/A","N/A","296","20","N/A"
"2023-10-29","3740","N/A","52263","N/A","N/A","N/A","N/A","456","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-30","3742","N/A","51823","N/A","N/A","N/A","N/A","456","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-10-31","3747","N/A","51879","N/A","N/A","N/A","N/A","456","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-11-01","3749","N/A","52133","N/A","N/A","N/A","N/A","456","N/A","N/A","N/A","N/A","296","111","N/A"
"2023-11-02","3752","N/A","52240","N/A","N/A","N/A","N/A","456","N/A","N/A","N/A","N/A","296","18","N/A"
"2023-11-03","3755","N/A","52344","N/A","N/A","N/A","N/A","456","N/A","N/A","N/A","N/A","296","N/A","N/A"
"2023-11-04","3757","N/A","52801","N/A","N/A","N/A","N/A","456","N/A","N/A","N/A","N/A","296","N/A","N/A"
